Created_at,Place,User,Text
2021-11-08 10:26:25+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='64a07f675a8a699a', url='https://api.twitter.com/1.1/geo/id/64a07f675a8a699a.json', place_type='country', name='Pakistan', full_name='Pakistan', country_code='PK', country='Pakistan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[60.878613, 23.56037], [75.382124, 23.56037], [75.382124, 36.913557], [60.878613, 36.913557]]]), attributes={})",Zain,"An other opportunity for #TeamIndia
Mind-blowing #indvsNam #INDvsNZ #INDvsAFG #indvsSco #indvsPAK #PAK #india People waiting at Mumbai Airport ✈️🛫 https://t.co/b9cry4BCRa"
2021-11-08 09:50:31+00:00,,,@KashmirWatch's account has been withheld in India in response to a legal demand. Learn more.
2021-11-08 09:50:23+00:00,,,@KashmirWatch's account has been withheld in India in response to a legal demand. Learn more.
2021-11-08 09:49:49+00:00,,Lokesh Chandani,"pakistani fans believe #AFGVSIND was fixed, if that is to be believed #IndvsPak matches were fixed for a decade I guess 🤣"
2021-11-08 09:49:11+00:00,,Vardhan DHFM🔔,"#Maharshi 12th telecast TRP - 4.97😎

Despite #IndvsPak T20WC match 💥💥

RISHI KUMAR SUPREMACY 🥁

#SarkaruVaariPaata🔔 | @urstrulymahesh https://t.co/jWiIi50jan"
2021-11-08 09:38:10+00:00,,Kurnool Mahesh FC ™ 🔔,"#Maharshi get a huge 5.01 TRP (U+R) for the 12th telecast
Very hive considering IndVsPak match🙏

Super Star @urstrulyMahesh 🔔🔔
 #SarkaruVaariPaata https://t.co/ovgDkzlYmP"
2021-11-08 09:14:37+00:00,,_babu_fans_ra_lucha_____,"#Maharshi 12th telecast gets 4.97 TRP

Very Good TRP Considering It Was Aired Against #IndvsPak #T20WorldCup Match.

#SarkaruVaariPaata
@urstrulyMahesh https://t.co/bZhiAbug3o"
2021-11-08 09:08:11+00:00,,Raviteja,"#Maharshi 12th telecast gets 4.97 TRP

Very good trp considering it was aired against #IndvsPak #T20WorldCup match.

#MaheshBabu #SSMB #SarkaruVaariPaata #GeminiTV https://t.co/3C6zDYTxsF"
2021-11-08 08:44:57+00:00,,Usama Abid,"How Did Shaheen Afridi Dismiss The Indian Players? Video Viral On Social Media😂
#T20WorldCup #IndvsPak #PakVsInd https://t.co/QvYymTU6RE"
2021-11-08 08:40:02+00:00,,Kapil Sharma Fans 🌟,"@ritesh_r_tweets @isalilsand This is due to the INDvsPAK match, all weekend shows TRP's took a hit."
2021-11-08 08:13:05+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",Vaibhav Gurav,"Last 3 Sunday's💔
#IndvsPak Sunday
#INDvsNZ Sunday
India gets out of #WCT20 Sunday
Ye Monday ka dard to badhta hee jaraha hai🥲 https://t.co/9f0uNggA6k"
2021-11-08 08:03:54+00:00,,Hitesh Potter,"@goeldfrozenfood @TeamIndia #GOELDenMauka 
#INDvsPAK 
 @Teamindia
 @GOELDFROZENFOOD 
My fav ❤️  GOELD Frozen Food Snack is  #GOELD OOZY Cheesy Bites because it is too tempting &amp; it is filled with Sweet Corn, Fresh Potatoes,and Cheese 
Best part of it is 💯 % vegetarian ,no artificial color"
2021-11-08 07:59:27+00:00,,CNVN💯📺📷📸🎬🎭💥,"#Super Shocking #TRP 🙄🙄

#BiggBoss15 -1.0 (WD) 1.1 (WE)
#TheBigPicture  -0.7
#SRGMP2021  -0.7
#TheKapilSharmaShow -1.0
#KBC -1.1

Note - TRP is low due to #IndvsPak  match !!

Follow @CNVNTV ,likes share comment ,retweet, quote ☺️☺️💯"
2021-11-08 07:57:10+00:00,,➐ نورالمھاجم,@bhawnakohli5 For india it was #indvspak to drown them in the tournament.
2021-11-08 07:27:18+00:00,,Telugu TV Updates,"#Maharshi 12th telecast gets 4.97 TRP

Very good trp considering it was aired against #IndvsPak #T20WorldCup match.

#MaheshBabu #SSMB #SarkaruVaariPaata #GeminiTV https://t.co/x8H0cDU2Va"
2021-11-08 06:54:32+00:00,,samridh agarwal,I couldn't understand the selection of rahul chahar over chahal just to sit on bench!! I mean wat the fuck is this!! @cricketaakash #T20WorldCup21 #IndvsPak #INDvsNZ @annucricexpertt @cricketgeekhere
2021-11-08 06:53:07+00:00,,Aryaveer Sharma,"@pixelRajeev @imVkohli Ok so u are saying that his performance should reflect against good teams and he is good for himself 
But just tell me in many of the games when our top order just collapsed, he was there who played on and scored runs for the team and not for himself. Just as u can se in IndvsPak"
2021-11-08 06:29:00+00:00,,send._.me.mes,"Nothing just my reaction after two matches ಥ‿ಥ

1. #IndvsPak                      2. #AFGvNZ https://t.co/zr6wxmLXLL"
2021-11-08 05:54:42+00:00,,🔥Kiccha Pintu🇮🇳🚩🕉️,"@SushantNMehta She was disappeared on #indvspak
I think she felt difficult to support India against Pakistan.. @MirzaSania"
2021-11-08 05:49:06+00:00,,Backchod Indian,"A man from U.P has filed an FIR against his estranged wife &amp; in -laws because they celebrated pak’s victory. He claimed that they posted a disrespectful #whatsapp status for #india . Yesterday, FIR was registered &amp; matter is being investigated.
#UttarPradesh #indvspak https://t.co/fR6x8tR5p3"
2021-11-08 05:43:15+00:00,,Abhishek Jain,"People who want #IndVsPak bilateral series to happen, kya apne bachche ko uske sath khelne doge jiske sath uski maara-maari hui hai?

It would be great for the world to experience the rivals against each other but my friend this ain’t a #BiggBoss house."
2021-11-08 05:22:13+00:00,,Shruti Hariharan,"Whenever we witness #IndvsPak in #ICC tournaments and see those players bonding, we all sports lovers rejoice. So, it's a humble request. Let sports be enjoyed as sports and let both teams get to relish it too. Politicians and media people, do not make it worse than what it is."
2021-11-08 05:19:38+00:00,,Parinita.v🧚‍♀️,@MasterVKohli Even uncle and aunties who just watch indvspak that though they dont know that we were already 12-0 but they were saying India lose to pak everytime
2021-11-08 04:26:30+00:00,,Abhishek Kumar Sharma,Feeling 12-1 🤫😉 #ICC #T20WorldCup #India #indvspak https://t.co/3LNGkwINTN
2021-11-08 02:18:34+00:00,,सत्य जानो,"Breaking News!

#NewZealand withdrawn from #T20WC2021 for #India

Now #India vs #Pakistan in semifinal 🥰

#IndvsPak #IndvsNam @imVkohli @virendersehwag @varungrover @kunalkamra88 #PatakhaTwitter @BefittingFacts #T20WorldCup21 #BiggBoss #BiggBoss15OnVoot #AksharaSingh"
2021-11-08 02:01:31+00:00,,MegaStar & Tendulkar - The Mass Gods,"@vivekrossviru @Deepu0124 Nenu Kayo sports subscription theeskunna..
14 day free trial undhi vaadidhi

lucky ga #IndvsPak &amp; #INDvsNZ ee rendu daridraalu free trial lopata ayipoyinayi..

so cancelling the subscription now 🤣🤣🤣"
2021-11-08 01:34:10+00:00,,Anand Thakkar,"@WasimJaffer14 Great reply, by mistake monkey got fruit and still jumping madly 😂😂 #IndVsPak #AfgvsNZ"
2021-11-07 23:50:15+00:00,,Taimur Khan,"@Pankaj19827 @ICC @BCCI The point of this is showing spirit of cricket. Now you're making it a IndvsPak conflict. This is problem with some of you Indian fans, you're just extremely toxic."
2021-11-07 23:00:00+00:00,,Jagran English,"Rampur man alleged that his in-laws along with his wife burst crackers and shared a 'disrespectful' status on WhatsApp after India were defeated by Pakistan by 10 wickets

#UttarPradesh #Rampur #INDvsPAK 

https://t.co/BwE8WM3jfL"
2021-11-07 22:09:28+00:00,,BAB,"@harbhajan_singh 
#INDvsPAK head to head. Just FYI. 

Baqi paa jee game noo game rehan diyo. People do troll each other but I believe you should be above that https://t.co/KMGclVDSZC"
2021-11-07 19:11:46+00:00,,Malik Awais Shehzad - Official,"#MyReaction on #AfgvsNZ match.
😄😄😄😄😄😄😄😄😄😄😄😄

#Taxila #Pakistan #Cricket #NZvsAFG @T20WorldCup #TeamIndia #TeamPakistan #India #IndiaVsNewZealand #IndiavsAfghanistan #INDvsAFG
#IndVsPak #PakVsInd #PAKvsSCO

@SdqJaan @AdeelJavedCh @SHABAZGIL https://t.co/yVdsLHJOGu"
2021-11-07 19:09:47+00:00,,Rajat Yadav,"Everytime i read the history of Indian independence, despite knowing that pakistan is a country now, always has a hope that somehow muslim league will agree to not divide india and will reject mountbatten plan #indvspak"
2021-11-07 19:08:31+00:00,,manoj,@kushansarkar @RaviShastriOfc But all his efforts went in vein in one day after the loss of INDvsPAK match.
2021-11-07 19:02:47+00:00,,Aflal Hussain,Being a cabinet minister tweeting in such a bad way about India’s not being qualified to semis is shame! It’s a disgrace for your ministerial post and to the country. It’s just a game and respect every win and lose. @ImranKhanPTI @TheRealPCB @BCCI #Ind  #indvspak #AfgvsNZ https://t.co/mmcJKx44uv
2021-11-07 18:57:09+00:00,,Aflal Hussain,@fawadchaudhry Being minister of Pakistan and posting such a low class tweet is shame! It’s a disgrace for your ministerial post and country. It’s just a game and respect every win and lose. @ImranKhanPTI @TheRealPCB @BCCI #Ind #indvspak #AfgvsNZ
2021-11-07 18:48:09+00:00,,Amna,If you ever feel sad watch IndvsPak highlights 👍👍
2021-11-07 18:42:34+00:00,,Amit Panchal,My friends seeing a pakistani girl during INDvsPAK Match :- https://t.co/vrCJkCdFU7
2021-11-07 18:37:22+00:00,,𝕂𝕒𝕓𝕚𝕣♟Ⓢⓘⓚⓐⓝⓓⓔⓡ,Ironies aside.... we would have enjoyed worldcup a lot better if it'd be for #IndVsPak  Final.
2021-11-07 18:20:10+00:00,,Syed Hammad Ali,"Phir milege
Support | Share:
https://t.co/qntYof2H2C
https://t.co/joSM7M7ml2
#india #IndvsPak #BabarAzam #Rizwan #Afridi #Pakistan #design #world #Afghanistan #T20WorldCup https://t.co/1o7jpePcEO"
2021-11-07 18:08:15+00:00,,kuldeepjain,"@cricketpakcompk Ur tweet states how much u hate us but remember one thing u idiots board members the only way u wake big cash is through the indvspak match or else it would hve been hard for ur board to pay ur players. We couldn't make it, fine. But let's see how far do u go with so much hate."
2021-11-07 17:47:52+00:00,,Raj Shekhar,"@OAK194 @TheBongGunner Why are you so hell bent on talking about the handle? Irrespective, even if it’s not, why so much of resistance? I am happy to be delusional than ignorant. I see a lot of trends even when it wasn’t IndVsPak today."
2021-11-07 17:47:30+00:00,,Encourage Chey Ra,Stray Dogsss Are Barking Too Loud @TheRealPCB @cricketpakcompk 😂 #Pakistan #IND 💙 #indianteam #indianfans #IndianCricketTeam #INDvsPAK #NZvsAfg #ViratKohli #Dhoni #Rohit #T20WorldCup #Semis https://t.co/TkT0BlyN4L
2021-11-07 17:30:18+00:00,,/thesourav 🇮🇳 🪔🪔🪔🎆🎇✨,"This always happens. This is why I support UAPA against people supporting Pakis in any IndVsPak. Like, smoking in Gurudwara is bad, so is supporting Pak, but ideally neither should be criminal.
But the most important thing is the law must be applied equally. https://t.co/9AJEsb37Uk"
2021-11-07 17:21:59+00:00,,Hemanshu Dhuria,"If the order of india games would be different considering first 2 matches against the tough sides..then maybe we could have reached semis. But sadly ICC wanted IndvsPak opening match.
#IndianCricketTeam #NZ #INDvsAFG #byebyeindia #NZvsAfg #AfgvsNZ #India"
2021-11-07 17:09:58+00:00,,Harshit,@BanditSanitizer @ForumStrategic @gerharderasmus i am following u for a banter #indvspak
2021-11-07 17:08:40+00:00,,Vinay,"Mystery spinner ka mystery kya hey wahi mystery hey

#IndianCricketTeam #INDvsSCO  #indvspak #ICCT20WorldCup https://t.co/PNvSz7ozgO"
2021-11-07 17:02:30+00:00,,Surjeet Pandit,"@QaisAliCh @MirzaSania mam whom you support when it's comes to #indvspak a very tricky one.🤔🤔 

By the way today Jijaji played an outstanding innings 🎉🎉🎉🎉"
2021-11-07 17:00:23+00:00,,VIVEK,"#IndVsPak Head to Head👇

1) #Cricket
#ICCWC : 12-1 (1-0 in Final)
#T20:7-2

2) #Football 
10-3

3) #Kabaddi
13-1 (4-1 in FINAL)

4) #Olympic 
#Ind Total 10 GOLD
#PAK Total Medals 10 😂
(Inc. 2-1 in HOCKEY FINAL &amp; 1-0 in JAVELIN)

5) #WAR 
#Ind (3) vs #PAK(0)
Legendary 93K 👇😂 https://t.co/0rqs8IV4Rq https://t.co/DXlv990d5t"
2021-11-07 16:48:01+00:00,,.,@cu_rious Semm I don't watch cricket but I've watched every match after INDvsPAK.
2021-11-07 16:45:00+00:00,,Jagran English,"FIR has been registered under Section 153-A of IPC and Section 67 of the Information Technology (Amendment) Act, 2008

𝗥𝗘𝗔𝗗 𝗠𝗢𝗥𝗘: https://t.co/cNsldPeopU 

#INDvsPAK #UttarPradesh #Rampur https://t.co/WaYnaQSFsI"
2021-11-07 16:25:27+00:00,,theJD_says,"Everything is temporary INDvsPAK, INDvsNZ, AFGvsNZ don't over rely on them..."
2021-11-07 16:01:54+00:00,,Divya Bhandari Kamra,"Sunday 1  - #IndvsPak 
Sunday 2 - #INDvsNZ 
Sunday 3 - #AfgvsNZ 

3 weeks se Monday kharab ho raha hai 😭
#T20WorldCup"
2021-11-07 15:02:11+00:00,,Deccan Herald,"He said in the complaint that he was ''deeply hurt'' by the celebrations and that it made him a laughing stock among his friends.

#T20WorldCup #UttarPradesh #INDvsPAK https://t.co/E4Q55gIOPd"
2021-11-07 15:00:29+00:00,,gaurav bartwal,"@ArbazRauf00 @harbhajan_singh Starting me toh Pakistan Fan hi bolre the ki Final me #indvspak hona chiye jaise h tum log jeete Ek match hmse uske bad ind afghan, scotland se jeeta to tum log trend krne lage Match Fixed hai. Now you decide which pakistani fan is right who is initially saying fr indvspak or now"
2021-11-07 14:59:46+00:00,,Soham naik,"@cricketpakcompk Don't judge us son because we are your dad so any time we are bounce back 🔥 from our one bad performance cant compare us with you 
just shut up 🤨 #indiancricket #indvspak"
2021-11-07 14:34:50+00:00,,M Akram Khokhar,"@imVkohli I wish to have INDvsPAK in final better work hard next time &amp; lobby to keep India &amp; Pakistan in two separate group who ever lose in early round not good for the morale of a losing team, rest of the tournament become useless. It is better India &amp; Pakistan to meet in semi or Final"
2021-11-07 14:30:29+00:00,,Aditya Khr,@Aamir_k2 😂😂😂well paid money to the umpire on indvspak match day no ball but umpire not given no ball and rahul got out lol atankwadi pakistan
2021-11-07 14:21:58+00:00,,Tarana Lalwani,"Managed to make it for the INDvsPAK match two weeks ago... I had not been to a live game in ages, and have to say it was exhilarating to see the friendly banter between us and our neighbors!! Let us hope we can take that out of the stadiums too!  May the best team win :) https://t.co/zirVRTlsBo"
2021-11-07 14:08:09+00:00,,s_two_k,The numbers were downhill from here #IndVsPak https://t.co/lr868dS2cM
2021-11-07 14:05:14+00:00,,A Khan,"@Bayhudaa @AmbreenPTI1 #PakVsInd #IndVsPak 
The 1st game WAS the Final ..
✌👍🏏🏏😝😆"
2021-11-07 13:46:49+00:00,,Sumit Mukherjee,"@shoaib100mph After #IndvsPak match you said want to see ind vs pak again..fir India ke last 2 match k baad irada change...now u think if NZ agar haar jata toh WC controversial ho jata ..gajab hai ,for u #IndvsPak #IndvsNz match were fare rest two were fixed ..hadd hai @shoaib100mph bhai 😂😂"
2021-11-07 13:42:07+00:00,,Rakesh,"Arrogance is the architecture of your downfall #indvspak
#AfgvsNZ  #T20WC2021"
2021-11-07 13:32:09+00:00,,ICT Tweets 🇮🇳,@ShaunakCric @mufaddal_vohra When indian team was struggling in INDvsPAK match only @imVkohli was the saviour &amp; when opposition sledged kohli was the one who taught how to fight emotionally &amp; physically that was the effect of the #kingkohli.indeed a legendary batsman but team selection😔
2021-11-07 13:23:45+00:00,,Srikanth Sridharan,"Sunday #1 #indvspak 💔 
Sunday #2 #INDvsNZ 💔
Sunday #3 #NZvsAfg 💔 
#ICCT20WorldCup2021"
2021-11-07 13:21:35+00:00,,AKV 🇮🇳🇮🇳🇮🇳,"Sorry to say, but Dear Indian Cricket Team, Exit was bound to happen after shocking performance in first two matches..
Good luck for next time.

#IndianCricketTeam #India #INDvsNZ #IndVsPak"
2021-11-07 13:19:41+00:00,,therealkhanishaqk,@shoaib100mph And here we have to wait almost 1and half year for #indvspak
2021-11-07 13:19:12+00:00,,NewsNMemes,"#TeamIndia out of #T20WorldCup 
#worldcup #cricket #viratkohli #msdhoni #rohitsharma #icc #wc #cwc #india #pakistancricket #indiavspakistan #cricketmatch #indvspak #indiacricket #ipl #cricketworldcup #worldcupcricket #indiacricketteam #worldcupmatch #gullycricket #indoregram https://t.co/kKB6pFsUUS"
2021-11-07 13:13:37+00:00,,Desi Sanghriya 🍷,"I completely remember 2003 world cup match  #IndvsPak, 
But don't remember 2019 world cup match #IndvsPak ...
Why?? 🤔🤔
#Ind #TeamIndia
#T20WorldCup21"
2021-11-07 13:11:14+00:00,,Saffronised Indian Bengali Hindu 🕉️ 🚩|| ⚔️🗡️ ||,"@MakenAsad @Wabbasi007 #AfgvsNZ #AFGvNZ #Afganistan #india #indvspak 

No. Not all❗We will exuberantly look forward to #T20WorldCup22 

We aren't like you people who get enthralled just by one win and get gloomy &amp; break televisions when your team loses."
2021-11-07 13:09:45+00:00,,Vaibhav Shukla,"Forget #IndvsPak #AusvsEng rivalry... #IndVsNz is now here to rule..baap of all the rivalries 🥲

#NZvsAfg #NZvAFG"
2021-11-07 13:05:41+00:00,,Sabahat Hussain Qureshi,"Kohli was planning to meet others in Semis 😂😂

#TeamIndia #NZvAFG #IndVsPak #INDvsNZ #indiaVsnz #India #captaincy #halloween2021
#TeamIndia #T20WorldCup21 #T20WC2021 #kholi #GullyCricket https://t.co/CV5ieebxwu https://t.co/4IeK5ejNBc"
2021-11-07 13:05:17+00:00,,Musaib Mehraj,"2016 World T20, World Cup Semi Final 2019, World Test Championship 2021 final, twice in icc men's T20 world cup 2021, the KIWI jinx continues for team India. #IndvsNZ rivalry emerging bigger than #IndvsPak #AFGvNZ #NZvsAfg #T20WorldCup"
2021-11-07 12:57:26+00:00,,Avijit Singha,@RanaAyyub Only Idiot of its own kind.India is not involved in today's match.Its not AFGvsInd unlike it was IndvsPak.
2021-11-07 12:48:43+00:00,,M Salman Siddiq,"Really wanted to see IndVsPak final but 😐
#AfgvsNZ 
#TeamIndia https://t.co/H6Epj9W0WV"
2021-11-07 12:47:47+00:00,,saba,today's match situation feels like #IndVsPak what do say?? @DennisCricket_ https://t.co/AsNdaIDMCm
2021-11-07 12:27:14+00:00,,IᗪIOTIᑕᒪIᗷEᖇTY,"Today's scenario #T20WorldCup #AFGvNZ #Afganistan #NZvAFG #indvspak 

Son                             Father
Pakistan                     India https://t.co/UzbcCxy3Bo"
2021-11-07 12:21:00+00:00,,Wissam.unfiltered,"Poor shot selection against @rashidkhan_19 
@Martyguptill - why?

#T20WorldCup 
#AfgvsNZ 
#Indvspak (#IfYouKnowYouKnow )"
2021-11-07 12:13:58+00:00,,Anu,Atleast #AfgvsNZ is more interesting than #IndVsPak was!
2021-11-07 12:10:53+00:00,,Dr. Shalwar,"Ok guys let me relate something,,,
152 and 125  😂 
#AfgvsNZ 
#IndVsPak"
2021-11-07 11:31:59+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='01aadce76841e2c5', url='https://api.twitter.com/1.1/geo/id/01aadce76841e2c5.json', place_type='city', name='Karachi', full_name='Karachi, Pakistan', country_code='PK', country='Pakistan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[66.95121, 24.802239], [67.133179, 24.802239], [67.133179, 25.007912], [66.95121, 25.007912]]]), attributes={})",Zain Siddiqui,"@BLACKCAPS  tightening things up for @ACBofficials with a ‘boult’
#AfgvsNZ #t20worldcup #india #IndVsPak"
2021-11-07 11:29:03+00:00,,Support Hassan Ali🗨️,It's not #AfgvsNZ it's #IndVsPak
2021-11-07 11:27:55+00:00,,Ranjani Ragav,"And todays #NZvsAFG match probably would be the most pressureful also the nail-biting thriller than #INDvsPAK matches.

That much is todays win of afghans against NZ is imp for both #TeamAfghanistan &amp; #TeamIndia"
2021-11-07 11:26:14+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='01aadce76841e2c5', url='https://api.twitter.com/1.1/geo/id/01aadce76841e2c5.json', place_type='city', name='Karachi', full_name='Karachi, Pakistan', country_code='PK', country='Pakistan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[66.95121, 24.802239], [67.133179, 24.802239], [67.133179, 25.007912], [66.95121, 25.007912]]]), attributes={})",Zain Siddiqui,"140 plus something and #Afghanistan spinners can trouble Pakistan 🤷🏻‍♂️😬 
#AfgvsNZ #t20worldcup #IndVsPak #final?"
2021-11-07 11:14:32+00:00,,Sharon Solomon,"I guess #INDvPAK was over hyped on 24th October. Real #INDvsPAK is happening now with changed team names, #NZvAFG.

#NZvsAFG #T20WorldCup"
2021-11-07 11:12:04+00:00,,Manahil Sheraz,"I think for the first time in the history of cricket people are more excited to watch AfgvsNZ than IndvsPak 
#NZvAFG #AfgvsNZ"
2021-11-07 10:38:55+00:00,,Aadi,"Pakistanis are really enjoying the word if......😂😂
#AfgvsNZ 
#indvspak https://t.co/3uChqwH0zB"
2021-11-07 10:25:25+00:00,,khwahish,Yeh indvspak ki highlights kisne lgayin🤡
2021-11-07 10:20:37+00:00,,gaurav bartwal,"Initially The #T20WorldCup started Many #Pakistani fans is saying that they want #indvspak final, Now Today Situation is like if India won against any Team they are saying match was Fixed or I know If #Afghanistan won today then they also trend match was Fixed. #AfgvsNZ"
2021-11-07 10:08:15+00:00,,sour,"@surbhi944 😂😂😂

The Pakistani in me wants NZ to win. 
The crazy in me wants Afg to win so we can have indvspak finals. 😂"
2021-11-07 10:04:19+00:00,,K rahul,This match will cross the viewership record of #indvspak bcoz Indian will watch it Pakistani will watch it to see india out and couple of afg and nz will watch it 😂 #NZvAFG
2021-11-07 10:02:48+00:00,,K rahul,This match is bigger than #indvspak this is even bigger than world cup 😂😂😂 this match will cross viewership records of #indvspak #NZvAFG
2021-11-07 09:38:49+00:00,,Nusaybah Shah,#indvspak lite 😌 https://t.co/D00iwGun63
2021-11-07 09:33:19+00:00,,Prasad,This Match will have a TRP as good as #IndvsPak match. #NZvsAfg
2021-11-07 09:24:15+00:00,,Anand Ramachandran,The history of #IndVsPak #Cricket matches shows a ratio which is different from recent perceptions. The #T20 loss was not an exception. https://t.co/UUbOUAuh4m https://t.co/XVSb7L6Cmw
2021-11-07 09:20:14+00:00,,The phenomenal Guy#Viratian❤️,"@pk684681 @captain69408086 @WisdenIndia And vada pavians crying over captaincy from centuries and this over weighted guy is not getting this coz he is least deserving even Bcci know they making rahul captain coz
His contribution is same in Mi and India as his score in #IndVsPak match 2k21"
2021-11-07 09:19:57+00:00,,Organiser Weekly,"The police have registered a case after a man in Uttar Pradesh’s Rampur alleged that his wife and in-laws “celebrated"" the victory of the Pakistan cricket team against India in the T20 World Cup match that was held on October 24. #T20WorldCup #India #indvspak https://t.co/T9f2AYjZF6"
2021-11-07 09:15:10+00:00,,Pakistan First 🇵🇰,"The Irony is that Fanatic Hindus who were abusing their only Muslim player after a defeat in the #indvspak game are now praying for an Islamic country's win to keep their dreams alive in the world cup. Many are even putting their flag emoji in the username 😅

#NZvsAfg 
#AfgvsNZ"
2021-11-07 09:10:25+00:00,,Divya jam,"I think for the first time in the history of cricket people are more excited to watch AfgvsNZ than IndvsPak 
#NZvAFG #AfgvsNZ"
2021-11-07 09:08:47+00:00,"Place(_api=<tweepy.api.API object at 0x00000211D1E18308>, id='3135579c0c859cee', url='https://api.twitter.com/1.1/geo/id/3135579c0c859cee.json', place_type='city', name='Haora', full_name='Haora, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000211D1E18308>, type='Polygon', coordinates=[[[88.014244, 22.396021], [88.421124, 22.396021], [88.421124, 23.02195], [88.014244, 23.02195]]]), attributes={})",Lovejitth Krishnan,"Who will win today ? 

#worldcup #cricket #viratkohli #msdhoni #rohitsharma #icc #wc #indori #cwc #india #pakistancricket #indiavspakistan #mahi #cricketmatch #indvspak #indiacricket #msd #ipl #cricketworldcup #worldcupcricket #indiacricketteam #worldcupmatch #Afg #NZ #AfgvsNZ"
2021-11-07 08:55:12+00:00,,Amit Grover,Today #nzvsafg @DisneyPlusHS will beat the 1.2 crore live viewers record they made in #indvspak match …engineers will be working full time on Sunday 😂
2021-11-07 08:48:47+00:00,,U M A R,"Apparently it's  India vs Pakistan again 
#NZvAFG #indvspak"
2021-11-07 08:42:34+00:00,,Vishal Katariya,"Who would have thought, that one match that is going to challenge #INDvsPAK in terms of popularity would be a random league match #NZvAFG."
2021-11-07 07:51:20+00:00,,عزیر فصیحی,"@msdhoni vs @shoaib100mph 
Cool vs Aggressive 
#IndVsPak #MSDhoni #ShoaibAkhtar https://t.co/nkKZFofqHe"
2021-11-07 07:48:24+00:00,,Najeebullah Shinwari,"@rashidkhan_19 is due &amp; his 5 wickets will send Ind to semi,which will increase everything &amp; everyone, including @ICC #AfgvsNZ will be the most watch game in WC, hopefully breaks the history, good publicity for our team❤️🇦🇫🏏 #indvspak final?
#T20WorldCup21 #RashidKhan #Afghan 💪 https://t.co/qumUokO2g0"
2021-11-07 07:10:00+00:00,,Jagran English,"Rampur man files case against wife, in-laws for 'celebrating' Pakistan's win over India in ICC T20I World Cup 2021

#UttarPradesh #INDvsPAK #T20WorldCup 

https://t.co/BwE8WMkUEl"
2021-11-07 06:59:55+00:00,,Frankanderic,@DineshKarthik It would be a great freebie for india if Afghanistan managed to beat New Zealand. Desperately wanted a final between #IndVsPak
2021-11-07 06:55:08+00:00,,Akash Singroli 😷,@DSdoc97 @Smokingskills07 Needed this guy in IndvsPak match. At least we would have got a wicket 😂
2021-11-07 06:29:32+00:00,,Musaib Mehraj,"Twice in this #ICCT20WorldCup2021 we are having a #nzvsind battle, most watched game after #indvspak will be this #NZvsAfg encounter. A battle between a population of 48 lakhs  and 143 crores. #NZvAFG #AFGvNZ #T20WorldCup"
2021-11-07 06:25:07+00:00,,Crickellectuals Podcast,"Possibly the most viewed match of the tournament to date, yes maybe bigger than #indvspak ! As 3 of the top 4 group 2 teams’ semi final fate is tied to this match. Show your support @crickellectuals #AFGvNZ #T20WorldCup   #ICCT20WorldCup @ACBofficials @BLACKCAPS @BCCI @TheRealPCB https://t.co/eUuO0VM6Xz"
2021-11-07 06:15:55+00:00,,Vicky....... Get vaccinated !!!,"@aliakberhabib @JimmyNeesh It's clear that u all Pakis arr fearing that if India qualifies, the final will be again #IndvsPak &amp; u are sure ur boys will f**k up the match 🤣🤣🤣"
2021-11-07 06:07:29+00:00,,Capra Falconeri,"Today's match is another #indvspak master blaster. Blues will chant #AFG and greens are gonna support #NZ .
#AfgvsNZ #NZvAFG #NZvsAfg 
#blacktober #PakistanZindabad #Pakistan"
2021-11-07 05:48:13+00:00,,ETOpEd,"OPINION: National media on both sides of the border
 has much succeeded in propagating the anthems of nationalism over the years, writes Aminah Mohsin 

For more: https://t.co/L4yGblfFlZ

#etribune #TribuneOpinion #IndvsPak"
2021-11-07 05:37:39+00:00,,Silly_point,#hotstar I saw almost 1crore people viewing #indvspak match live. I thought this would be the max but now I have strong feeling #AfgvsNZ will surpass that. Finger crossed. Common Afghanistan. @rashidkhan_19 All hopes on you.
2021-11-07 03:41:22+00:00,,Syed Ziyafat Rizvi,"Afghanistan you can do it 😜
#INDvAFG  #AfgvsNZ
#indvspak https://t.co/yMEk7QEKUg"
